source_id,source_name,state,scope,source_type,active,endpoint,dataset_id,notes
jersey_city,Jersey City,NJ,city,socrata,NO,https://data.jerseycitynj.gov/resource/8thx-r4mk.json,8thx-r4mk,V12.32: Deactivated — covered by nj_statewide bulk source
paterson,Paterson,NJ,city,socrata,NO,https://data.patersonnj.gov/resource/5qnz-4xkr.json,5qnz-4xkr,V12.32: Deactivated — covered by nj_statewide bulk source
buffalo,Buffalo,NY,city,socrata,YES,https://data.buffalony.gov/resource/7f3h-uj5i.json,7f3h-uj5i,"V12.39: Fixed endpoint to 7f3h-uj5i, reactivated"
rochester,Rochester,NY,city,socrata,NO,https://data.cityofrochester.gov/resource/h8qv-5xmk.json,h8qv-5xmk,V12.6: Deactivated — fabricated Socrata domain
yonkers,Yonkers,NY,city,socrata,NO,https://data.yonkersny.gov/resource/7bk3-q5zx.json,7bk3-q5zx,V12.6: Deactivated — fabricated Socrata domain
syracuse,Syracuse,NY,city,socrata,NO,https://data.syrgov.net/resource/2mnk-8qph.json,2mnk-8qph,V12.6: Deactivated — fabricated Socrata domain
providence,Providence,RI,city,socrata,NO,https://data.providenceri.gov/resource/q5bm-3xzk.json,q5bm-3xzk,V12.6: Deactivated — fabricated Socrata domain
worcester,Worcester,MA,city,socrata,NO,https://data.worcesterma.gov/resource/8vnk-5qjz.json,8vnk-5qjz,V12.6: Deactivated — fabricated Socrata domain
springfield_ma,Springfield,MA,city,socrata,NO,https://data.springfield-ma.gov/resource/5hxk-q3rm.json,5hxk-q3rm,V12.6: Deactivated — fabricated Socrata domain
lowell,Lowell,MA,city,socrata,NO,https://data.lowellma.gov/resource/7nzk-4qxh.json,7nzk-4qxh,V12.6: Deactivated — fabricated Socrata domain
hartford,Hartford,CT,city,socrata,NO,https://data.hartford.gov/resource/3nkv-8qzh.json,3nkv-8qzh,V12.6: Deactivated — fabricated Socrata domain
new_haven,New Haven,CT,city,socrata,NO,https://data.newhavenct.gov/resource/8qxm-v5zh.json,8qxm-v5zh,V12.6: Deactivated — fabricated Socrata domain
bridgeport,Bridgeport,CT,city,socrata,NO,https://data.bridgeportct.gov/resource/4nmz-8qkv.json,4nmz-8qkv,V12.6: Deactivated — fabricated Socrata domain
stamford,Stamford,CT,city,socrata,NO,https://data.stamfordct.gov/resource/5qzk-7rxm.json,5qzk-7rxm,V12.6: Deactivated — fabricated Socrata domain
manchester,Manchester,NH,city,socrata,NO,https://data.manchesternh.gov/resource/8bnx-qkzm.json,8bnx-qkzm,V12.6: Deactivated — fabricated Socrata domain
burlington,Burlington,VT,city,socrata,NO,https://data.burlingtonvt.gov/resource/3qkz-5xvm.json,3qkz-5xvm,V12.6: Deactivated — fabricated Socrata domain
portland_me,Portland,ME,city,socrata,NO,https://data.portlandmaine.gov/resource/7xkn-4qzm.json,7xkn-4qzm,V12.6: Deactivated — fabricated Socrata domain
tacoma,Tacoma,WA,city,arcgis,YES,https://services3.arcgis.com/SCwJH1pD8WSn5T5y/arcgis/rest/services/accela_permit_data/FeatureServer/0/query,accela_permit_data,"V12.32: Verified live — Accela data, has applicant_name, valuation, permit categories"
spokane,Spokane,WA,city,arcgis,YES,https://services.spokanegis.org/arcgis/rest/services/Permit/Permit_WM_Dynamic2/MapServer/0/query,Permit_WM_Dynamic2_0,"V12.32: Verified live — MapServer on spokanegis.org, building+planning+engineering permits"
bellevue,Bellevue,WA,city,arcgis,YES,https://services1.arcgis.com/EYzEZbDhXZjURPbP/arcgis/rest/services/Bellevue_Permits/FeatureServer/0/query,Bellevue_Permits,
vancouver_wa,Vancouver,WA,city,socrata,NO,https://data.cityofvancouver.us/resource/3nkz-8qxm.json,3nkz-8qxm,V12.6: Deactivated — fabricated Socrata domain
eugene,Eugene,OR,city,socrata,NO,https://data.eugene-or.gov/resource/7qkn-5xzm.json,7qkn-5xzm,V12.6: Deactivated — fabricated Socrata domain
salem,Salem,OR,city,arcgis,YES,https://services.arcgis.com/kIA6yS9KDGqZL7U3/arcgis/rest/services/Structure_Permits/FeatureServer/0/query,Structure_Permits,
boise,Boise,ID,city,arcgis,YES,https://services1.arcgis.com/WHM6qC35aMtyAAlN/arcgis/rest/services/Housing_OpenData/FeatureServer/0/query,Housing_OpenData_NewResidentialPermits,"V12.32: Verified live — residential permits only, DateOnly format YYYY-MM-DD"
provo,Provo,UT,city,socrata,NO,https://data.provo.org/resource/7qnk-4xzm.json,7qnk-4xzm,V12.6: Deactivated — fabricated Socrata domain
west_valley_city,West Valley City,UT,city,socrata,NO,https://data.wvc-ut.gov/resource/3nkz-7qxm.json,3nkz-7qxm,
anchorage,Anchorage,AK,city,socrata,NO,https://data.muni.org/resource/5qnz-8kxm.json,5qnz-8kxm,"V12.3: Deactivated — fabricated dataset_id, needs research"
billings,Billings,MT,city,socrata,NO,https://data.billingsmt.gov/resource/8qnk-5xzm.json,8qnk-5xzm,
missoula,Missoula,MT,city,socrata,NO,https://data.ci.missoula.mt.us/resource/4qnz-7kxm.json,4qnz-7kxm,"V12.3: Deactivated — fabricated dataset_id, needs research"
cheyenne,Cheyenne,WY,city,socrata,NO,https://data.cheyennecity.org/resource/3nkz-8qxm.json,3nkz-8qxm,V12.6: Deactivated — fabricated Socrata domain
sioux_falls,Sioux Falls,SD,city,arcgis,YES,https://gis.siouxfalls.gov/arcgis/rest/services/Data/Community/MapServer/3/query,Community_MapServer_3,V19: Replaced fabricated Socrata with real ArcGIS MapServer from gis.siouxfalls.gov. Has permit type...
fargo,Fargo,ND,city,socrata,NO,https://data.fargond.gov/resource/5nkz-8qxm.json,5nkz-8qxm,
fayetteville_nc,Fayetteville,NC,city,socrata,NO,https://data.fayettevillenc.gov/resource/8qnz-4kxm.json,8qnz-4kxm,
cary,Cary,NC,city,socrata,NO,https://data.townofcary.org/resource/9qnz-5kxm.json,9qnz-5kxm,
wilmington_nc,Wilmington,NC,city,arcgis,YES,https://gis.nhcgov.com/server/rest/services/Thematic/BuildingPermits/MapServer/0/query,BuildingPermits,
charleston_sc,Charleston,SC,city,socrata,NO,https://data.charleston-sc.gov/resource/3rnz-7kxm.json,3rnz-7kxm,
greenville_sc,Greenville,SC,city,socrata,NO,https://data.greenvillesc.gov/resource/5rnz-9kxm.json,5rnz-9kxm,
myrtle_beach,Myrtle Beach,SC,city,arcgis,YES,https://www.horrycounty.org/gisweb/rest/services/Public/PermitsActive/MapServer/0/query,PermitsActive,V12.6: Reactivated — switched from fabricated Socrata to Horry County ArcGIS. County-wide data inclu...
murfreesboro_tn,Murfreesboro,TN,city,arcgis,YES,https://maps.murfreesborotn.gov/server/rest/services/BuildingCodes/Permits/MapServer/1/query,BuildingCodes_Permits,V12.6: New — ArcGIS MapServer layer 1. PRMT_TYPE is integer code (101=residential). Data current thr...
asheville_nc,Asheville,NC,city,arcgis,YES,https://gis.ashevillenc.gov/server/rest/services/Permits/AccelaPermitsView/MapServer/2/query,AccelaPermitsView,V12.6: New — Accela permits via ArcGIS. Rich data with record_type hierarchy (group/category/type/su...
deltona_fl,Deltona,FL,city,arcgis,YES,https://maps5.vcgov.org/arcgis/rest/services/CurrentProjects/MapServer/1/query,CurrentProjects_Permits,"V12.7: New — Volusia County AMANDA permits via ArcGIS. County-wide (includes Deltona, DeLand, Orange..."
bellingham_wa,Bellingham,WA,city,arcgis,YES,https://maps.cob.org/arcgis3/rest/services/Maps/Permits/MapServer/0/query,Permits_MapServer_0,V12.7: New — City of Bellingham permits via ArcGIS MapServer. Data current Mar 2026. Includes buildi...
richmond,Richmond,VA,city,socrata,NO,https://data.richmondgov.com/resource/7rnz-5kxm.json,7rnz-5kxm,
norfolk,Norfolk,VA,city,socrata,NO,https://data.norfolk.gov/resource/bnrb-u445.json,bnrb-u445,Mixed permits/inspections dataset; filter by permit_type='Building' for building permits only.
chesapeake,Chesapeake,VA,city,socrata,NO,https://data.cityofchesapeake.net/resource/2snz-8kxm.json,2snz-8kxm,
arlington_va,Arlington,VA,city,socrata,NO,https://data.arlingtonva.us/resource/3snz-9kxm.json,3snz-9kxm,
alexandria_va,Alexandria,VA,city,socrata,NO,https://data.alexandriava.gov/resource/4snz-4kxm.json,4snz-4kxm,
annapolis,Annapolis,MD,city,socrata,NO,https://data.annapolis.gov/resource/6snz-6kxm.json,6snz-6kxm,
rockville,Rockville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
allentown,Allentown,PA,city,socrata,NO,https://data.allentownpa.gov/resource/2tnz-3kxm.json,2tnz-3kxm,
erie,Erie,PA,city,socrata,NO,https://data.erie.pa.us/resource/3tnz-4kxm.json,3tnz-4kxm,
scranton,Scranton,PA,city,socrata,NO,https://data.scrantonpa.gov/resource/4tnz-5kxm.json,4tnz-5kxm,
wilmington_de,Wilmington,DE,city,socrata,NO,https://data.wilmingtonde.gov/resource/6tnz-7kxm.json,6tnz-7kxm,
dover,Dover,DE,city,socrata,NO,https://data.dover.de.us/resource/7tnz-8kxm.json,7tnz-8kxm,
charleston_wv,Charleston,WV,city,socrata,NO,https://data.charlestonwv.gov/resource/8tnz-9kxm.json,8tnz-9kxm,
fort_wayne,Fort Wayne,IN,city,socrata,NO,https://data.cityoffortwayne.org/resource/2unz-3kxm.json,2unz-3kxm,
evansville,Evansville,IN,city,socrata,NO,https://data.evansvillegov.org/resource/3unz-4kxm.json,3unz-4kxm,
south_bend,South Bend,IN,city,socrata,NO,https://data.southbendin.gov/resource/4unz-5kxm.json,4unz-5kxm,
lexington,Lexington,KY,city,socrata,NO,https://data.lexingtonky.gov/resource/6unz-7kxm.json,6unz-7kxm,
bowling_green_ky,Bowling Green,KY,city,socrata,NO,https://data.bgky.org/resource/7unz-8kxm.json,7unz-8kxm,
knoxville,Knoxville,TN,city,arcgis,YES,https://services1.arcgis.com/QWaOgwdmpqI9HUzf/arcgis/rest/services/LDTM_Permits/FeatureServer/0/query,LDTM_Permits,"V18: Replaced fabricated Socrata with real ArcGIS — premium data: OWNER, CONTRACTOR, PERMITVALU, SQF..."
chattanooga,Chattanooga,TN,city,arcgis,YES,https://services2.arcgis.com/cclAu9OKhOfjeUdr/arcgis/rest/services/Chatt_permits_to_12_31_2025/FeatureServer/0/query,Chatt_permits_to_12_31_2025,V19: Replaced dead Socrata endpoint with ArcGIS FeatureServer from Chattanooga-Hamilton County Regio...
huntsville,Huntsville,AL,city,socrata,NO,https://data.huntsvilleal.gov/resource/5vnz-6kxm.json,5vnz-6kxm,
jackson_ms,Jackson,MS,city,socrata,NO,https://data.jacksonms.gov/resource/8vnz-9kxm.json,8vnz-9kxm,
gulfport,Gulfport,MS,city,socrata,NO,https://data.gulfport-ms.gov/resource/9vnz-2kxm.json,9vnz-2kxm,
shreveport,Shreveport,LA,city,socrata,NO,https://data.shreveportla.gov/resource/4wnz-5kxm.json,4wnz-5kxm,
lafayette_la,Lafayette,LA,city,socrata,NO,https://data.lafayettela.gov/resource/5wnz-6kxm.json,5wnz-6kxm,
fayetteville_ar,Fayetteville,AR,city,socrata,NO,https://data.fayetteville-ar.gov/resource/7wnz-8kxm.json,7wnz-8kxm,
tulsa,Tulsa,OK,city,socrata,NO,https://data.tulsaok.gov/resource/9wnz-2kxm.json,9wnz-2kxm,
norman,Norman,OK,city,socrata,NO,https://data.normanok.gov/resource/2xnz-3kxm.json,2xnz-3kxm,
kansas_city_mo,Kansas City,MO,city,socrata,NO,https://data.kcmo.org/resource/3xnz-4kxm.json,3xnz-4kxm,
kansas_city_ks,Kansas City,KS,city,socrata,NO,https://data.wycokck.org/resource/4xnz-5kxm.json,4xnz-5kxm,
overland_park,Overland Park,KS,city,socrata,NO,https://data.opkansas.org/resource/5xnz-6kxm.json,5xnz-6kxm,
topeka,Topeka,KS,city,socrata,NO,https://data.topeka.org/resource/6xnz-7kxm.json,6xnz-7kxm,
minneapolis,Minneapolis,MN,city,arcgis,YES,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/CCS_Permits/FeatureServer/0/query,CCS_Permits,"V19: Enriched field map — owner (fullName), applicant address, totalFees, neighborhood, ward, lat/lo..."
st_paul,St. Paul,MN,city,arcgis,YES,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Building_Permits_/FeatureServer/0/query,Building_Permits_StPaul,"V19: Full 21-field map — contractor name+address, permit subtype, work type, est value + state valua..."
rochester_mn,Rochester,MN,city,socrata,NO,https://data.rochestermn.gov/resource/9xnz-2kxm.json,9xnz-2kxm,
duluth,Duluth,MN,city,socrata,NO,https://data.duluthmn.gov/resource/2ynz-3kxm.json,2ynz-3kxm,
macon,Macon,GA,city,socrata,NO,https://data.maconbibb.us/resource/6ynz-7kxm.json,6ynz-7kxm,
athens_ga,Athens,GA,city,socrata,NO,https://data.accgov.com/resource/7ynz-8kxm.json,7ynz-8kxm,
santa_rosa,Santa Rosa,CA,city,socrata,NO,https://data.srcity.org/resource/8znz-9kxm.json,8znz-9kxm,
hayward,Hayward,CA,city,socrata,NO,https://data.hayward-ca.gov/resource/9znz-2kxm.json,9znz-2kxm,
sunnyvale,Sunnyvale,CA,city,socrata,NO,https://data.sunnyvale.ca.gov/resource/2anz-3kxm.json,2anz-3kxm,
pasadena,Pasadena,CA,city,arcgis,YES,https://services2.arcgis.com/zNjnZafDYCAJAbN0/arcgis/rest/services/Active_Building_Permits_view/FeatureServer/0/query,Active_Building_Permits_view,"Limited fields: no date, status, or cost. Only active permits snapshot."
torrance,Torrance,CA,city,socrata,NO,https://data.torranceca.gov/resource/4anz-5kxm.json,4anz-5kxm,
pomona,Pomona,CA,city,socrata,NO,https://data.ci.pomona.ca.us/resource/5anz-6kxm.json,5anz-6kxm,
escondido,Escondido,CA,city,socrata,NO,https://data.escondido.org/resource/6anz-7kxm.json,6anz-7kxm,
salinas,Salinas,CA,city,socrata,NO,https://data.cityofsalinas.org/resource/7anz-8kxm.json,7anz-8kxm,
lancaster_ca,Lancaster,CA,city,socrata,NO,https://data.cityoflancasterca.org/resource/8anz-9kxm.json,8anz-9kxm,V12.6: Deactivated — fabricated Socrata domain. Manual research: ArcGIS Hub exists but no building p...
palmdale,Palmdale,CA,city,socrata,NO,https://data.cityofpalmdale.org/resource/9anz-2kxm.json,9anz-2kxm,V12.6: Deactivated — fabricated Socrata domain. Manual research: ArcGIS Geospatial Hub has no buildi...
elk_grove,Elk Grove,CA,city,socrata,NO,https://data.elkgrovecity.org/resource/2bnz-3kxm.json,2bnz-3kxm,
victorville,Victorville,CA,city,socrata,NO,https://data.victorvilleca.gov/resource/4bnz-5kxm.json,4bnz-5kxm,
concord,Concord,CA,city,socrata,NO,https://data.cityofconcord.org/resource/5bnz-6kxm.json,5bnz-6kxm,
vallejo,Vallejo,CA,city,socrata,NO,https://data.cityofvallejo.net/resource/7bnz-8kxm.json,7bnz-8kxm,
berkeley,Berkeley,CA,city,socrata,NO,https://data.cityofberkeley.info/resource/8bnz-9kxm.json,8bnz-9kxm,
daly_city,Daly City,CA,city,socrata,NO,https://data.dalycity.org/resource/9bnz-2kxm.json,9bnz-2kxm,
el_monte,El Monte,CA,city,socrata,NO,https://data.elmonteca.gov/resource/2cnz-3kxm.json,2cnz-3kxm,
downey,Downey,CA,city,socrata,NO,https://data.downeyca.org/resource/3cnz-4kxm.json,3cnz-4kxm,
mcallen,McAllen,TX,city,socrata,NO,https://data.mcallen.gov/resource/4cnz-5kxm.json,4cnz-5kxm,
midland,Midland,TX,city,socrata,NO,https://data.midlandtexas.gov/resource/5cnz-6kxm.json,5cnz-6kxm,
odessa,Odessa,TX,city,socrata,NO,https://data.odessa-tx.gov/resource/6cnz-7kxm.json,6cnz-7kxm,
beaumont,Beaumont,TX,city,socrata,NO,https://data.beaumonttexas.gov/resource/7cnz-8kxm.json,7cnz-8kxm,
abilene,Abilene,TX,city,socrata,NO,https://data.abilenetx.gov/resource/8cnz-9kxm.json,8cnz-9kxm,
waco,Waco,TX,city,socrata,NO,https://data.waco-texas.com/resource/9cnz-2kxm.json,9cnz-2kxm,
tyler,Tyler,TX,city,socrata,NO,https://data.tylertexas.com/resource/2dnz-3kxm.json,2dnz-3kxm,
round_rock,Round Rock,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
pearland,Pearland,TX,city,socrata,NO,https://data.pearlandtx.gov/resource/5dnz-6kxm.json,5dnz-6kxm,
hollywood_fl,Hollywood,FL,city,socrata,NO,https://data.hollywoodfl.org/resource/9dnz-2kxm.json,9dnz-2kxm,
gainesville_fl,Gainesville,FL,city,socrata,NO,https://data.cityofgainesville.org/resource/p798-x3nx.json,p798-x3nx,V12.60: Gainesville FL building permits. Deactivated - duplicate of gainesville.
lehigh_acres,Lehigh Acres,FL,city,socrata,NO,https://data.leecountyfl.gov/resource/5enz-6kxm.json,5enz-6kxm,
palm_bay,Palm Bay,FL,city,socrata,NO,https://data.palmbayflorida.org/resource/6enz-7kxm.json,6enz-7kxm,
lakeland,Lakeland,FL,city,socrata,NO,https://data.lakelandgov.net/resource/7enz-8kxm.json,7enz-8kxm,
surprise,Surprise,AZ,city,socrata,NO,https://data.surpriseaz.gov/resource/8enz-9kxm.json,8enz-9kxm,
avondale,Avondale,AZ,city,socrata,NO,https://data.avondaleaz.gov/resource/9enz-2kxm.json,9enz-2kxm,
goodyear,Goodyear,AZ,city,socrata,NO,https://data.goodyearaz.gov/resource/2fnz-3kxm.json,2fnz-3kxm,
buckeye,Buckeye,AZ,city,socrata,NO,https://data.buckeyeaz.gov/resource/3fnz-4kxm.json,3fnz-4kxm,
casa_grande,Casa Grande,AZ,city,socrata,NO,https://data.casagrandeaz.gov/resource/4fnz-5kxm.json,4fnz-5kxm,
sparks,Sparks,NV,city,socrata,NO,https://data.cityofsparks.us/resource/6fnz-7kxm.json,6fnz-7kxm,
rio_rancho,Rio Rancho,NM,city,socrata,NO,https://data.rrnm.gov/resource/7fnz-8kxm.json,7fnz-8kxm,
las_cruces,Las Cruces,NM,city,arcgis,YES,https://maps.las-cruces.org/gis/rest/services/Information_Services/MapServer/1/query,Information_Services,
santa_fe,Santa Fe,NM,city,socrata,NO,https://data.santafenm.gov/resource/9fnz-2kxm.json,9fnz-2kxm,
green_bay,Green Bay,WI,city,socrata,NO,https://data.greenbaywi.gov/resource/2gnz-3kxm.json,2gnz-3kxm,
kenosha,Kenosha,WI,city,socrata,NO,https://data.kenosha.org/resource/3gnz-4kxm.json,3gnz-4kxm,
racine,Racine,WI,city,socrata,NO,https://data.cityofracine.org/resource/4gnz-5kxm.json,4gnz-5kxm,
appleton,Appleton,WI,city,socrata,NO,https://data.appleton.org/resource/5gnz-6kxm.json,5gnz-6kxm,
davenport,Davenport,IA,city,socrata,NO,https://data.cityofdavenportiowa.com/resource/6gnz-7kxm.json,6gnz-7kxm,
sioux_city,Sioux City,IA,city,socrata,NO,https://data.sioux-city.org/resource/7gnz-8kxm.json,7gnz-8kxm,
iowa_city,Iowa City,IA,city,socrata,NO,https://data.icgov.org/resource/8gnz-9kxm.json,8gnz-9kxm,
council_bluffs,Council Bluffs,IA,city,socrata,NO,https://data.councilbluffs-ia.gov/resource/9gnz-2kxm.json,9gnz-2kxm,
grand_island,Grand Island,NE,city,socrata,NO,https://data.grand-island.com/resource/2hnz-3kxm.json,2hnz-3kxm,
kearney,Kearney,NE,city,socrata,NO,https://data.cityofkearney.org/resource/3hnz-4kxm.json,3hnz-4kxm,
trenton,Trenton,NJ,city,socrata,NO,https://data.trentonnj.org/resource/4hnz-5kxm.json,4hnz-5kxm,V12.32: Deactivated — covered by nj_statewide bulk source
camden,Camden,NJ,city,socrata,NO,https://data.ci.camden.nj.us/resource/5hnz-6kxm.json,5hnz-6kxm,V12.32: Deactivated — covered by nj_statewide bulk source
elizabeth,Elizabeth,NJ,city,socrata,NO,https://data.elizabethnj.org/resource/6hnz-7kxm.json,6hnz-7kxm,V12.32: Deactivated — covered by nj_statewide bulk source
clifton,Clifton,NJ,city,socrata,NO,https://data.cliftonnj.org/resource/7hnz-8kxm.json,7hnz-8kxm,V12.32: Deactivated — covered by nj_statewide bulk source
new_brunswick,New Brunswick,NJ,city,socrata,NO,https://data.cityofnewbrunswick.org/resource/8hnz-9kxm.json,8hnz-9kxm,V12.32: Deactivated — covered by nj_statewide bulk source
cambridge_ma,Cambridge,MA,city,socrata,YES,https://data.cambridgema.gov/resource/9qm7-wbdc.json,9qm7-wbdc,
quincy_ma,Quincy,MA,city,socrata,NO,https://data.quincyma.gov/resource/2inz-3kxm.json,2inz-3kxm,
newton_ma,Newton,MA,city,socrata,NO,https://data.newtonma.gov/resource/3inz-4kxm.json,3inz-4kxm,
waterbury,Waterbury,CT,city,socrata,NO,https://data.waterburyct.org/resource/5inz-6kxm.json,5inz-6kxm,
danbury,Danbury,CT,city,socrata,NO,https://data.danbury-ct.gov/resource/6inz-7kxm.json,6inz-7kxm,
norwalk,Norwalk,CT,city,socrata,NO,https://data.norwalkct.org/resource/7inz-8kxm.json,7inz-8kxm,
meriden,Meriden,CT,city,socrata,NO,https://data.meridenct.gov/resource/8inz-9kxm.json,8inz-9kxm,
schenectady,Schenectady,NY,city,socrata,NO,https://data.cityofschenectady.com/resource/9inz-2kxm.json,9inz-2kxm,
utica,Utica,NY,city,socrata,NO,https://data.cityofutica.com/resource/2jnz-3kxm.json,2jnz-3kxm,
binghamton,Binghamton,NY,city,socrata,NO,https://data.binghamton-ny.gov/resource/3jnz-4kxm.json,3jnz-4kxm,
troy,Troy,NY,city,socrata,NO,https://data.troyny.gov/resource/4jnz-5kxm.json,4jnz-5kxm,
newport_beach_ca,Newport Beach,CA,city,arcgis,YES,https://nbgis.newportbeachca.gov/arcgis/rest/services/DashBuildingPermits/FeatureServer/0/query,DashBuildingPermits_FeatureServer_0,V12.7: New — Newport Beach permits via ArcGIS FeatureServer. Data current Mar 2026. Includes buildin...
new_rochelle,New Rochelle,NY,city,socrata,NO,https://data.newrochelleny.com/resource/5jnz-6kxm.json,5jnz-6kxm,
mount_vernon,Mount Vernon,NY,city,socrata,NO,https://data.cmvny.com/resource/6jnz-7kxm.json,6jnz-7kxm,
white_plains,White Plains,NY,city,socrata,NO,https://data.cityofwhiteplains.com/resource/7jnz-8kxm.json,7jnz-8kxm,
cranston,Cranston,RI,city,socrata,NO,https://data.cranstonri.org/resource/8jnz-9kxm.json,8jnz-9kxm,
warwick_ri,Warwick,RI,city,socrata,NO,https://data.warwickri.gov/resource/9jnz-2kxm.json,9jnz-2kxm,
pawtucket,Pawtucket,RI,city,socrata,NO,https://data.pawtucketri.com/resource/2knz-3kxm.json,2knz-3kxm,
fort_collins,Fort Collins,CO,city,socrata,YES,https://opendata.fcgov.com/resource/y6wr-rcc6.json,y6wr-rcc6,V12.7: Updated to real opendata.fcgov.com endpoint
lakewood_co,Lakewood,CO,city,socrata,NO,https://data.lakewood.org/resource/4knz-5kxm.json,4knz-5kxm,
thornton,Thornton,CO,city,socrata,NO,https://data.thorntonco.gov/resource/5knz-6kxm.json,5knz-6kxm,
westminster_co,Westminster,CO,city,socrata,NO,https://data.cityofwestminster.us/resource/6knz-7kxm.json,6knz-7kxm,
arvada,Arvada,CO,city,socrata,NO,https://data.arvada.org/resource/7knz-8kxm.json,7knz-8kxm,
pueblo,Pueblo,CO,city,socrata,NO,https://data.pueblo.us/resource/8knz-9kxm.json,8knz-9kxm,
boulder,Boulder,CO,city,arcgis,YES,https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/Construction_Permits/FeatureServer/0/query,Construction_Permits,
ogden,Ogden,UT,city,socrata,NO,https://data.ogdencity.com/resource/2lnz-3kxm.json,2lnz-3kxm,
layton,Layton,UT,city,socrata,NO,https://data.laytoncity.org/resource/3lnz-4kxm.json,3lnz-4kxm,
st_george,St. George,UT,city,socrata,NO,https://data.sgcity.org/resource/4lnz-5kxm.json,4lnz-5kxm,
meridian,Meridian,ID,city,socrata,NO,https://data.meridiancity.org/resource/5lnz-6kxm.json,5lnz-6kxm,
nampa,Nampa,ID,city,socrata,NO,https://data.cityofnampa.us/resource/6lnz-7kxm.json,6lnz-7kxm,
idaho_falls,Idaho Falls,ID,city,socrata,NO,https://data.idahofallsidaho.gov/resource/7lnz-8kxm.json,7lnz-8kxm,
pocatello,Pocatello,ID,city,socrata,NO,https://data.pocatello.us/resource/8lnz-9kxm.json,8lnz-9kxm,"V12.3: Deactivated — fabricated dataset_id, needs research"
houston,Houston,TX,city,ckan,NO,,,"Houston provides aggregated monthly data, not individual permits"
camas,Camas,WA,city,socrata,YES,https://performance.cityofcamas.us/resource/t4q7-r3d4.json,t4q7-r3d4,V12.7: Discovered via Socrata sweep
san_marcos,San Marcos,TX,city,arcgis,YES,https://smgis.sanmarcostx.gov/arcgis/rest/services/Planning/CoSM_BuildingPermits/FeatureServer/0/query,CoSM_BuildingPermits,V12.8: Deactivated - ArcGIS endpoint error
leon_county,Leon County,FL,city,arcgis,NO,https://intervector.leoncountyfl.gov/intervector/rest/services/MapServices/TLC_OpenData_External/MapServer/27/query,TLC_OpenData_External,V12.8: Deactivated - MapServer service not found
allen,Allen,TX,city,socrata,NO,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
celina,Celina,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
wylie,Wylie,TX,city,socrata,NO,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
princeton,Princeton,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
prosper,Prosper,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
anna,Anna,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
