source_id,source_name,state,scope,source_type,active,endpoint,dataset_id,notes
melissa,Melissa,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
murphy,Murphy,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
lavon,Lavon,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
lucas,Lucas,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
farmersville,Farmersville,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
richardson,Richardson,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
nevada,Nevada,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
royse_city,Royse City,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
fairview,Fairview,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
sachse,Sachse,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
josephine,Josephine,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
blue_ridge,Blue Ridge,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
van_alstyne,Van Alstyne,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
rockwall,Rockwall,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
leonard,Leonard,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
silver_spring,Silver Spring,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
bethesda,Bethesda,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
potomac,Potomac,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
gaithersburg,Gaithersburg,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
germantown,Germantown,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
clarksburg,Clarksburg,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
chevy_chase,Chevy Chase,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
kensington,Kensington,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
olney,Olney,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
boyds,Boyds,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
takoma_park,Takoma Park,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
montgomery_village,Montgomery Village,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
damascus,Damascus,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
burtonsville,Burtonsville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
brookeville,Brookeville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
poolesville,Poolesville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
sandy_spring,Sandy Spring,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
cabin_john,Cabin John,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
dickerson,Dickerson,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
ashton,Ashton,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
garrett_park,Garrett Park,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
washington_grove,Washington Grove,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
spencerville,Spencerville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
wheaton,Wheaton,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
brinklow,Brinklow,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
beallsville,Beallsville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
glen_echo,Glen Echo,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
mount_airy,Mount Airy,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
barnesville,Barnesville,MD,city,socrata,YES,https://data.montgomerycountymd.gov/resource/qxie-8qnp.json,qxie-8qnp,V12.8: City-filtered from Montgomery County MD
mill_valley,Mill Valley,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
san_rafael,San Rafael,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
kentfield,Kentfield,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
novato,Novato,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
san_anselmo,San Anselmo,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
sausalito,Sausalito,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
greenbrae,Greenbrae,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
tiburon,Tiburon,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
stinson_beach,Stinson Beach,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
point_reyes_station,Point Reyes Station,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
inverness,Inverness,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
fairfax,Fairfax,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
bolinas,Bolinas,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
dillon_beach,Dillon Beach,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
woodacre,Woodacre,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
nicasio,Nicasio,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
san_geronimo,San Geronimo,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
forest_knolls,Forest Knolls,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
lagunitas,Lagunitas,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
petaluma,Petaluma,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
tomales,Tomales,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
marshall,Marshall,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
muir_beach,Muir Beach,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
san_quentin,San Quentin,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
olema,Olema,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
marin_city,Marin City,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
corte_madera,Corte Madera,CA,city,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,V12.8: City-filtered from Marin County CA
cedar_park,Cedar Park,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
georgetown_tx,Georgetown,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
leander,Leander,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
taylor_tx,Taylor,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
hutto,Hutto,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
pflugerville,Pflugerville,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
liberty_hill,Liberty Hill,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
jarrell,Jarrell,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
florence_tx,Florence,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
granger_tx,Granger,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
thrall,Thrall,TX,city,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,V12.14: City-filtered from Williamson County TX
columbia_md,Columbia,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
ellicott_city,Ellicott City,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
elkridge,Elkridge,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
laurel_md,Laurel,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
clarksville_md,Clarksville,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
highland_md,Highland,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
fulton_md,Fulton,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
west_friendship,West Friendship,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
woodstock_md,Woodstock,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
glenwood_md,Glenwood,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
savage_md,Savage,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
jessup_md,Jessup,MD,city,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,V12.14: City-filtered from Howard County MD
austin_tx_datahub,Austin,TX,city,socrata,NO,https://datahub.austintexas.gov/resource/3syk-w9eu.json,3syk-w9eu,"V12.60: Austin TX construction permits from datahub. 82 columns, massive dataset."
norfolk_va,Norfolk,VA,city,socrata,NO,https://data.norfolk.gov/resource/bnrb-u445.json,bnrb-u445,"V12.60: Norfolk VA permits and inspections. 32 fields incl. fees, work items."
dallas_tx,Dallas,TX,city,socrata,NO,https://www.dallasopendata.com/resource/e7gq-4sah.json,e7gq-4sah,V12.60: Dallas TX building permits. Includes contractor info.
cincinnati_oh,Cincinnati,OH,city,socrata,NO,https://data.cincinnati-oh.gov/resource/uhjb-xac9.json,uhjb-xac9,"V12.60: Cincinnati OH building permits. 27 fields, updated daily."
orlando_fl,Orlando,FL,city,socrata,NO,https://data.cityoforlando.net/resource/ryhf-m453.json,ryhf-m453,"V12.60: Orlando FL permit applications. Includes worktype, square footage."
corona_ca,Corona,CA,city,socrata,NO,https://corstat.coronaca.gov/resource/2agx-camz.json,2agx-camz,V12.60: Corona CA building permits. Pop ~157K. Good field coverage.
mesa_az,Mesa,AZ,city,socrata,NO,https://citydata.mesaaz.gov/resource/dzpk-hxfb.json,dzpk-hxfb,"V12.60: Mesa AZ building permits. Pop ~518K. 34 fields, updated daily."
buffalo_ny,Buffalo,NY,city,socrata,NO,https://data.buffalony.gov/resource/9p2d-f3yt.json,9p2d-f3yt,"V12.60: Buffalo NY building permits. Includes applicant, license info."
san_diego_county_ca,San Diego County,CA,city,socrata,NO,https://data.sandiegocounty.gov/resource/dyzh-7eat.json,dyzh-7eat,"V12.60: San Diego County permits. Covers Alpine, Valley Center, Fallbrook, etc."
college_station_tx,College Station,TX,city,socrata,NO,https://data.cstx.gov/resource/hrbn-znt6.json,hrbn-znt6,V12.60: College Station TX permits. Pop ~120K. Home of Texas A&M.
little_rock_ar,Little Rock,AR,city,socrata,NO,https://data.littlerock.gov/resource/mkfu-qap3.json,mkfu-qap3,"V12.60: Little Rock AR permits. Pop ~202K. First AR city! Includes sq ft, contractor."
fort_worth_tx,Fort Worth,TX,city,socrata,NO,https://data.fortworthtexas.gov/resource/quz7-xnsy.json,quz7-xnsy,V12.60: Fort Worth TX development permits. Pop ~978K. 25 fields.
framingham_ma,Framingham,MA,city,socrata,NO,https://data.framinghamma.gov/resource/2vzw-yean.json,2vzw-yean,V12.60: Framingham MA building permits. Pop ~73K.
asbury_park_nj,Asbury Park,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Asbury Park NJ from NJ statewide. Pop ~16K. Active redevelopment.
montclair_nj,Montclair,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Montclair NJ from NJ statewide. Pop ~40K.
north_bergen_nj,North Bergen,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: North Bergen NJ from NJ statewide. Pop ~63K.
pierce_county_wa_socrata,Pierce County,WA,city,socrata,NO,https://open.piercecountywa.gov/resource/rcj9-mkn4.json,rcj9-mkn4,"V12.60: Pierce County WA Socrata permits. Covers Tacoma unincorp, Lakewood, etc."
newark_nj,Newark,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Newark NJ from NJ statewide dataset. Pop ~311K. Largest NJ city.
jersey_city_nj,Jersey City,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Jersey City NJ from NJ statewide. Pop ~292K.
paterson_nj,Paterson,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Paterson NJ from NJ statewide. Pop ~159K.
elizabeth_nj,Elizabeth,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Elizabeth NJ from NJ statewide. Pop ~137K.
trenton_nj,Trenton,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Trenton NJ from NJ statewide. Pop ~90K. State capital.
new_brunswick_nj,New Brunswick,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: New Brunswick NJ from NJ statewide. Pop ~58K. Rutgers University.
camden_nj,Camden,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Camden NJ from NJ statewide. Pop ~73K. Major redevelopment activity.
princeton_nj,Princeton,NJ,city,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.60: Princeton NJ from NJ statewide. Pop ~31K. Princeton University.
oxnard_ca,Oxnard,CA,city,socrata,YES,https://data.oxnard.org/resource/vmzx-48vx.json,vmzx-48vx,V12.60: Oxnard CA building permits. Pop ~210K.
nj_statewide,New Jersey Statewide,NJ,bulk,socrata,YES,https://data.nj.gov/resource/w9se-dmra.json,w9se-dmra,V12.31: Statewide dataset covering all 550 NJ municipalities
san_diego_county,San Diego County,CA,bulk,socrata,YES,https://internal-sandiegocounty.data.socrata.com/resource/im3c-szc4.json,im3c-szc4,"V12.31: County dataset covering San Diego, Carlsbad, Oceanside, etc."
sonoma_county,Sonoma County,CA,bulk,socrata,YES,https://data.sonomacounty.ca.gov/resource/88ms-k5e7.json,88ms-k5e7,"V12.31: County dataset covering Santa Rosa, Petaluma, etc."
miami_dade_county,Miami-Dade County,FL,bulk,socrata,NO,https://datahub-miamidade.opendata.arcgis.com/resource/building_permits.json,building_permits,V12.31: Needs endpoint verification
montgomery_county_md,Montgomery County MD,MD,bulk,socrata,YES,https://data.montgomerycountymd.gov/resource/m88u-pqki.json,m88u-pqki,"V12.35: Discovery - Bethesda, Rockville, Silver Spring, etc."
prince_georges_county_md,Prince George's County MD,MD,bulk,socrata,YES,https://data.princegeorgescountymd.gov/resource/weik-ttee.json,weik-ttee,"V12.35: Discovery - Bowie, Hyattsville, Largo, etc."
baton_rouge_la,East Baton Rouge Parish,LA,bulk,socrata,YES,https://data.brla.gov/resource/7fq7-8j7r.json,7fq7-8j7r,V12.35: Discovery - Baton Rouge parish permits
contra_costa_county_ca,Contra Costa County CA,CA,bulk,socrata,YES,https://www.transparentrichmond.org/resource/tkbh-qmdj.json,tkbh-qmdj,"V12.39: Fixed date_field to 'issued', cost to 'jobvalue'"
collin_county_tx,Collin County TX,TX,bulk,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,"V12.39: McKinney, Allen, Frisco, Celina, Wylie, Prosper, etc. 94K+ permits"
howard_county_md,Howard County MD,MD,bulk,socrata,YES,https://opendata.howardcountymd.gov/resource/kvz2-j5cj.json,kvz2-j5cj,"V12.39: Columbia, Ellicott City, Elkridge, Clarksville, Fulton, etc. 46K+ permits"
marin_county_ca,Marin County CA,CA,bulk,socrata,YES,https://data.marincounty.gov/resource/mkbn-caye.json,mkbn-caye,"V12.39: Kentfield, Mill Valley, San Rafael, Novato, Fairfax, etc. 30K+ permits"
cook_county_il,Cook County IL,IL,bulk,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,"V12.60: Cook County IL assessor permits. 130+ municipalities incl Evanston, Skokie, Oak Park, Cicero..."
williamson_county_tx,Williamson County TX,TX,bulk,socrata,YES,https://data.wcad.org/resource/fqhf-gyjx.json,fqhf-gyjx,"V12.60: Williamson County TX permits. Round Rock, Georgetown, Cedar Park, Leander, etc."
san_diego_county_v2,San Diego County (Public),CA,bulk,socrata,NO,https://data.sandiegocounty.gov/resource/dyzh-7eat.json,dyzh-7eat,"V12.60: San Diego County public endpoint. Alpine, Borrego Springs, Fallbrook, Lakeside, Ramona, Vall..."
little_rock_ar_bulk,Little Rock AR Metro,AR,bulk,socrata,YES,https://data.littlerock.gov/resource/mkfu-qap3.json,mkfu-qap3,"V12.60: Little Rock AR permits. First AR bulk source. Includes sq ft, workclass."
dallas_tx_bulk,Dallas TX,TX,bulk,socrata,NO,https://www.dallasopendata.com/resource/e7gq-4sah.json,e7gq-4sah,V12.60: Dallas TX building permits. Covers all zip codes.
orlando_fl_bulk,Orlando FL Metro,FL,bulk,socrata,NO,https://data.cityoforlando.net/resource/ryhf-m453.json,ryhf-m453,V12.60: Orlando FL permit applications. Covers all neighborhoods/districts.
norfolk_va_bulk,Norfolk VA,VA,bulk,socrata,NO,https://data.norfolk.gov/resource/bnrb-u445.json,bnrb-u445,V12.60: Norfolk VA permits. All wards covered.
cincinnati_oh_bulk,Cincinnati OH Metro,OH,bulk,socrata,YES,https://data.cincinnati-oh.gov/resource/uhjb-xac9.json,uhjb-xac9,V12.60: Cincinnati OH building permits. Updated daily.
mesa_az_bulk,Mesa AZ,AZ,bulk,socrata,NO,https://citydata.mesaaz.gov/resource/dzpk-hxfb.json,dzpk-hxfb,"V12.60: Mesa AZ building permits. 34 fields, includes sq ft and fees."
corona_ca_bulk,Corona CA,CA,bulk,socrata,NO,https://corstat.coronaca.gov/resource/2agx-camz.json,2agx-camz,"V12.60: Corona CA building permits. Includes applied, approved, issued dates."
fort_worth_tx_bulk,Fort Worth TX,TX,bulk,socrata,NO,https://data.fortworthtexas.gov/resource/quz7-xnsy.json,quz7-xnsy,V12.60: Fort Worth TX development permits. Pop ~978K.
austin_tx_datahub_bulk,Austin TX (Datahub),TX,bulk,socrata,NO,https://datahub.austintexas.gov/resource/3syk-w9eu.json,3syk-w9eu,"V12.60: Austin TX datahub permits. 82 columns, massive dataset. Covers metro area."
pierce_county_wa_socrata_bulk,Pierce County WA,WA,bulk,socrata,NO,https://open.piercecountywa.gov/resource/rcj9-mkn4.json,rcj9-mkn4,"V12.60: Pierce County WA Socrata permits. 27 fields, good coverage."
buffalo_ny_bulk,Buffalo NY,NY,bulk,socrata,YES,https://data.buffalony.gov/resource/9p2d-f3yt.json,9p2d-f3yt,"V12.60: Buffalo NY building permits. Includes applicant, license info."
